9,"Lokasinya masih berada dalam area kota makassar. Tepatnya kawasan tanjung bunga. Kalau patokannya dari pantai losari yang ujungnya masjid, rasanya tidak butuh waktu lama deh untuk sampai ke Trans Studio via mobil/motor, paling sekitar  ±10 - 15 menit.Apa yang harus anda siapkan sebelum ke trans studio?? Oke. jika anda membawa rombongan keluarga lengkap, pertama-tama anda harus pastikan kalo FULUS anda tebal!!Pengalaman waktu ke trans studio bareng istri dan dua anak bulan desember 2018 lalu, untuk beli tiket ber-4 aja, rasanya saya harus mengeluarkan fulus sekitar 800an ribu, Orang dewasa, atau anak kecil, tetap. biayanya sama. dapat bonus sih, minuman free softdrink dingin ala korea, mirip mirip teh botol...  Tapi bagusnya, setelah anda masuk didalam kompleks trans studio, anda bebas memilih wahana apa saja.... Free!! Sayang aja, waktu saya kesana, ada beberapa wahana yang tidak jalan, alasanya sih sedang dalam proses perbaikan..Persiapan kedua yang harus siapkan adalah... Bekal makanan!!. didalam studio sih emang ada beberapa tempat makan, tapi yaa... menu pilihan yang tersedia didalam.., sangat standar.. Tidak banyak pilihan.dan menu alternatif yang menarik selera. So?? saranku buat kalian yang bermain ke trans, ,cukup mengantisipasinya dengan membawa perbekalan dan amunisi yang banyak.Siapkan .makanan dan minuman sendiri..."
0,"Mall yang besar di Makassar. Awalnya dulu sepi sekarang sudah semakin ramai. Lama2 kayak mall Panakkukang. Tiket masuk wahana termasuk mahal, 200K utk weekend. Wahananya juga sudah agak lama. Resto makanan sudah mulai banyak. Jadi sudah ok utk makan2."
1,"Merupakan taman hiburan indoor terbesar dan terlengkap di Indonesia di atas lahan seluas 2,7juta hektar. Menyajikan 22 wahana permainan dan bermacam bentuk hiburan yang terdapat dalam empat kawasan dengan tema berbeda dan unik. Lokasi hanya 15 menit dari pusat kota Makassar. Di sini juga terdapat mall terbesar di Indonesia Bagian Timur."
2,"Cukup lengkap makanan, ada fastfood, resto, cafe dan buat shopping cukup lengkap.Favorite: Zafferano cafe dan Luce Gelato 👍"
3,Saya kesini agak kepagian jadi nunggu dulu diluar dan pas udaranya panas jadi waktu mallnya dibuka langsung sejukk. Mallnya luas banyak makanan resto dan jajanan-jajanannya saya tidak masuk me trans studio hanya masuk mallnya saja untuk makana disana
4,Waktu tahun baru keluarga datang kita semua jalan ke trans studio sungguh senang keponakan belanja didalam 
5,"kerennnnnn bgt, isinya dufan versi indoor. bisa main sepuasnya bayar sekali doang pas masuk, seperti di TSM Bandung😍"
6,"Mall terbaik di kota makassar, area yg sangat luas, banyak toko2 branded, food culinary is the best Toilet/WC is very clean"
7,"saya lebih suka ke mall ini jika bukan hari libur/weekend, jika datang di akhir pekan, suka ada event dan pengunjungnya jauh lebih banyak dari hari biasa kadang penuh banget (namanya jg mall >_<)... saran sih.. untuk toiletnya di perbanyak lg.. kadang antrinya suka panjang... walaupun di tiap lantai sdh ada, p sepertinya masih kurang.."
8,"Alhamdulillah krn bs disini lagi, main ama anak"" ga pernah bosan main kesini niy... Bukan hanya wahana yg banyak tp selalu ada pertunjukkan yg edukasi nya bagus untuk semua pengunjung ..Dan paling penting ada mussollah nya, tempat mkn jg banyak.. Succses selalu Thmepark.. "
9,seruuu permainan banyak tempat luas datang jam 10 pulang jam 5 tidak membosankan sama sekali happy senang main di trans studio makassar
0,TSM adalah tempat taman bermain sekaligus tempat belanja untuk memenuhi kebutuhan tersier dan lainnya... TSM juga tempatnya sangat luas dan besar dan area parkirnya yang aman dan luas. adapun di tempat ini tidak akan kehilangan kendaraan anda karena tempat ini sangat ketat penjagaannya
1,"kelebihan taman bermain indoor adalah tidak panas-panasan dan sejuk, juga jarak antara satu wahana ke wahana lain tidak begitu jauh. ada juga pertunjukan musikal dan bioskop 3D"
2,"Saya membawa keluarga liburan di trans studio theme park,  permainannya oke dan  anak2 sangat senang,  setelah itu kami lanjut ke mall buat makan"
3,"Waktu operasional Trans Studio Makassar hanya sampai pukul 18:00 Wita klo nggak slah, soalnya kami datang sekitar pukul 18:30 sdh tutup. Padahal klo pendatang bisanya mencari hiburan setelah dinas yaitu sore dan malam.."
4,"Menjual beberapa branded lokal maupun international. Banyak jajanan juga. tempat bersih, toilet bersih dan memadai. Parkiran luas"
5,"lengkap, ga terlalu rame, tempat makan banyak, storenya juga lumayan banyak pilihan. kemarin ke makassar lupa bawa jas. karena harus menghadiri acara yg lumayan resmi selama di makassar, mau ga mau harus cari jas. tadinya mo nyewa, tapi akhirnya beli. pas ke trans studio mal, eh ada beberapa tempat yang menyediakan. harganya juga lumayan . "
6,"Di Trans Studio Makassar kita bisa melakukan beberapa hal sekaligus, kuliner, belanja, jalan-jalan, nongkrong atau fun activities di Trans Studio. Tenan cukup lengkap, lokasi strategis di pusat kota Makassar."
7,"Sudah lama trans studio makassar bahkan yang paling pertama sebelum bandung kurang lebih usianya 8tahunan.Tapi masi tetap menarik apa lagi waktu itu saya datang di akhir tahun ada penari penari yang memebuat suasana jadi meriah, ada beberapa tempat harus si ganti sebenarnya seperti rumah si bolang saya rasa sudah tak semenarik awal awal seperti tenarnya tayangan sibolanh, so far semua baik saya suka denhan 4d avangers yangvterbaru sangat menghibur walaupun pas nonton sepi banget"
8,"pokok nya ini adalah mall terbersih di makassar saya, apalagi mall ini juga mall tang super kengkapkalau brrkunjung ke makassar, sempatkan ke tempat ini, yakin pasti puas"
9,"Tempat bagus dan luas, ornamen ornamen yang ditawarkan ditempat ini tidak membuat pengunjung bosan. Bagi para orang tua ini adalah salah satu tempat yang cocok untuk anak anaknya ."
0,"Lumayan, cuman harga kurang bersaing. Makanan didalam agak mahal.Perlu lebih kreatif lagi. Semoga bisa lebih baik kedepan."
1,"Pertama kali ke trans studio setelah penat bekerja, disini tempat yg tepat untuk uji nyali dan bersenang-senang, kita dapat berteriak sesuka hati saat mencoba wahana yang ada.. seruuu"
2,"Crew trans studio makassar sangat ramah,entah sdh berapa kali saya berkunjung ke trans studio tapi ketebulan kali ini saya hanya sendiri menemani anak-anak bermain,ditengah kewalahan saya crew trans studio sangat membantu sekali. Zona bermain untuk anak dibawah umur juga sangat bersih & aman."
3,satu hal yang akan kita datangi jika kebetulan berada di kota makasar adalah wisata di trans studio. sayangnya trans studio makasar lebih kecil dari trans bandung yang sudah datangi
4,Tempat parkir mudahLokasi strategisSangat lengkap dan modernNyaman dan sangat menyenangkanTempatnya juga dikelola dengan sangat baik
5,"Mall yg mngkin hampir stiap minggu sy ke sni... Sngat bersih, nyaman, byk tmpt mkan,belanja baju dan supermarketx...."
6,Trans Studio berada di pusat kota Makassar. Lengkap terintegrasi dengan Trans Mall dan banyak resto. Halaman parkirnya luas. Berbagai hiburan tersedia. Lengkap terintegrasi.
7,"Keberadaan Trans Studio Makassar menjadi tonggak pertama di kawasan timur indonesia dan juga Indonesia untuk area bermain indoor dan lengkap.Memanfaatkan promo tiket untuk memperoleh experience yang lebih banyak perlu diperhatikan , mengingat tiketnya lumayan mahal saat harga normal.Area permainan indoor sangat menarik, terutama untuk Roller coasternya, sensai dalam ruangnya seolah hilang sejenak saat menaikinya."
8,"Tempat yang bagus untuk dikunjungi, banyak spot foto yg bagus, tempat bersih, hanya arena bermain dan pertunjukkan kurang banyak"
9,Kesana pas hari kerja jadi seeepi...tapi anak-anak bisa puas mencoba aneka permainan yang tersedia disana
0,"Saya tidak merasa asing dengan Trans Studio Mall Makassar karena saya sering ke Trans Studio Mall Bandung yang notabene pemiliknya sama. Meski demikian, terdapat beberapa perbedaan dalam tenant. Tenant kelas menengah lebih dominan dibandingkan dengan di Bandung. Mungkin karena alasan daya beli masyarakat.Lantai pertama hampir semua lantai diisi oleh restoran ternama. Tenant fashion dan lainnya sebagian besar berada di lantai atas.Interior plafon dicat warna langit plus awan. Terlihat sangat indah bukan bagaikan sedang berada di Macau? Lokasi supermarket agak sulit diakses karena hanya terhubung dengan satu eskalator di ujung dekat gerbang masuk Trans Studio Makassar (theme park). Dari pintu utama depan saja lumayan jauh menuju akses ke supermarket."
1,"Kalo saya berkunjung disini, anak saya pasti senang karena banyak wahana yang menarik. Indoor playground cukup luas dan menarik untuk anak-anak. Jika anda suka produk import, ini tempat yang saya rekomendasikan untuk anda."
2,"Sangat ramai di hari libur, tenant mall banyak produk branded luar negeri, tempat bermain theme park sangat bagus"
3,"sudah berapa kali ke tsm,tp yg terakhir sungguh aneh,beli tiket hny bisa naik bbp wahana yg standard,sdgkn wahana yg bagus harus beli lg tiket per kali naik,sungguh sangat mengecawakan"
4,"pada saat saya dan keluarga berkunjung ke trans studio makassar, bersamaan dengan libur lebaran, pengunjung penuh sesak, sehingga tidak bisa enak dalam menikmati trans studio makassar"
5,Menurut saya biasa aja sih main disini. permainannya memang lebih buat anak anak sd atau smp gitu karna ga teralu yang ekstrem ekstrem.
6,Pertama kali ke Makassar selain ke pantai Losari tempat inilah yang ingin saya kunjungi. Dilokasi ini banyak wahana permainan dan pembelajaran. Untuk biaya masuknya sebesar Rp 115.000 sudah include menikmati semua wahana yang ada. Seharian disini tak terasa karena memang lokasinya yang indoor. 
7,"Liburan bersama suami di transstudio mks sangat menyenangkan bisa sekalian shopping, pokok ny kalo ke mks wajib kesini"
8,Bagus dan sangat lengkap seluruh perlengkapan di mall ini.  Serta lokasi dekat dari hotel tempat saya pernah nginap..
9,Menyediakan fasilitas tempat belanja yang berkualitas yang bisa dijangkau oleh seluruh lapisan masyarakat. Bisa diakses baik melalui kendaraan pribadi maupun publik tranportasi 
0,Mall yang cukup friendly buat segala usia. Seringnya menghabiskan waktu disini dengan jalan-jalan atau nongkrong di kafe
1,Ada drama musikal percintaan ala dilan dan milea yg berakhir bahagia dlm pertunjukan di trans studio makassar. Ada beberapa efek pertunjukkan yg lumayan menghibur. Sperti bayang2 senja/malam. Beberapa dialog dlm bahasa daerah membuat kami yg dr luar makassar tdk begitu paham pdhl banyak penduduk lokal yg tertawa. Secara keseluruhan pertunjukannya menarik hny saja jika dibandingkan dg trans studio bandung saya lebih memilih yg dibandung
2,Kalau ke trans studio nya bagusnya dari pagi jadi puas mainnya. Anak juga senang. Toko-tokonya dalam mall nya juga lumayan lengkap.
3,Mall yang mewah parkiran yg luas dan rute ke mall ini tidak macet bagus lahh dan mall ini salah satu mall yang terluas di makassar 
4,"Mall yang berkelas, suasananya keren dan dekat dengan pantai losari.....ayo  jalan-jalan ke mall trans...."
5,Mall high class in Makassar dgn merchant merchant branded. Serta kenyaman berbelanja harga yg bersaing. 
6,Saking luasnya sampe capek keliling2....😂. Kalau mau kesini ekstra tenaga alias harus fit. Banyak tempat makan asik....
7,"Saat kunjungan kesana ada beberapa arena bermain yg udah mulai sepi dan peralatannya udah mulai rusak, baiknya utk tiket pas masuk ckup sekali aja dan ditambah arena bermainnya jgn di arena2 tertentu kta beli tiket lagi..perlu di renovasi dan ditambahkan atau diganti arena bermaennya..tp untungnya di sesi akhir ada prtunjukan sirkus..lumayan 1 jam, jd bisa mngobati sdikit kkcewaan."
8,"Rasakan kepuasan maksimal dgn brmain di Trans Studio ini. Bnyk promo tiket masuknya. Klo lelah brmain, bisa keliling mallnya. Top bgt!"
9,Saya sudah pernah ke transtudio bandung dan menurut saya trans studio makassar lebih luas walaupun wahana lebih lengkap bandung. anda hanya perlu berkendara sekitar 10 menit dari Pantai losari.
0,"Mall dengan banyak pilihan tempat makan dan exclusive serta luas dan tempat nya juga gak jauh dari hotel terbaik di makassar, banyak jual barang bermerk."
1,"(+) cocok untuk berlibur anak"", mallnya juga lengkap, banyak makanan yang bisa d coba(-) antri untuk masuk theme parknya di akhir pekan atau hari libur sngat padat"
2,"10 x ke sini ttep gak ada perubahan dr restorannya, Restorannya cuma 1. Ayam dan nasi. Dan gak dibolehin bawa makanan dari luar. Itupun kurang bersih, air kerannya macet + handsoap tidak tersedia. Mau tidak mau harus itu. Harga tiket mahal, wahana kurang, tempat kurang luas, tidak seluas di bandung. Kebersihan musholla bagus, toilet bagus, ada nursery room. Eventnya diperbanyak lagi ya. "
3,"Sebagai theme park indoor pertama di Makassar, tempat ini kurang diseriusi perkembangannya. Terbukti oleh saudaranya Trans Studio Bandung yang lebih menarik.Kekurangan indoor juga adalah atraksinya yang terbatas dan sulit untuk bertambah lagi. Kelebihannya adalah, theme park ini antriannya pendek karena kurang pengunjung."
4,"(+) lokasi strategis di dalam mall trans. Cukup banyak wahana bagi anak remaja. (-) ngantri tiket atau ngantri di wahana kadang lumayan panjang, terutama weekend / liburan sekolah karena pengunjung selalu ramai. "
5,Trans studio merupakan tempat rekreasi yang berada di dalam gedung sambil menikmati wahana main2 yang di sediakan. Ada wahana yang di sediakan dengan memacu adrenalin. Ada juga wahana khusus buat anak2 
6,"Tempatnya asyik, buat nongkrong, belanja, serta makan makan, untuk wisata juga oke, tempatnya berkelas serta kita bisa kuliner lah"
7,kunjungan kedua saya. pertama sy ke trans studio bandung. tapi ternyata permainannya hampir sama sehingga kurang seru utk jiwa haus petualangan
8,"Seperti halnya Trans Mall di Bandung, Mall ini menyajikan produk bermerek dengan diskon beragam. Di dalamnya juga banyak kuliner yg bisa dinikmati. "
9,"bersama anak saya berkesempatan mengunjungi Trans Studio Makassar walau sebentar cukup menarik dan sangat berkesan dan dapat mencoba beberapa wahana yang cukup menantang, dengan harga tiket Rp. 200.000,- perorang + kartu Rp. 15.000,-, ada program diskon dimana beli 2 tiket gratis 1 tiket,"
0,"Mall dengan indoor theme park terbesar diAsia. Semua tersedia disini dari Bioskop XXI, baskin Robbins, starbuck, carrefour dan Wendys serta tempat nongkrong dan belanja yang lain."
1,Trans Studio Makassar menjadi salah satu sarana rekreasi bagi warga di Makasar Sulawesi Selatan dan juga wisatawan yang sedang berkunjung ke Makassar.
2,"wahana indor terbesar, didalamnya sangat keren banget...wahana permainan yang layaknya di Singapura sentosa, menurutku ini lebih keren soalnya indor...bakalan dingin terusssss...ga ada panas mataharinya,...hehehehe, kalau ke Makassar, jangan lupa distinasi ini ya"
3,Tempat ini berada di dalam trans mall makassar di area basement.Kalau dari kota cukup jauh karena harus memasuki area elite makassar terlebih dahulu. Jika dari losari mungkin butuh waktu 15 menit untuk sampai ke tempat ini.Kesan pertama tempat ini cukup karena tidak terlalu ramai jadi loket yang dibuka juga tidak full. beberapa fasilitas juga sudah terlihat biasa-biasa saja seperti jarang terurus. Yang mengesankan hanya live performance nya saja. Selebihnya cukup. saya rekomendasikan untuk pergi ke tempat ini dari pagi hari agar dapat menggunakan semua wahananya secara puas.Jangan Lupa membawa beberapa baju ganti karena ada beberapa wahana yang membuat anda basah. Kebersihannya masih terjaga hanya saja ada beberapa wahana yang menggunakan syarat tinggi dan umur. Jadi harus lebih diperhatikan lagi untuk pengunjungnya.Semoga review saya bermanfaat dan jangan lupa klik tombol help dibagian kolom dibawah yah.
4,"Tempatnya cukup menyenangkan bagi anak2, baik anak yang pemberani maupun anak2 yang kurang suka menaiki permainan2 adrenalin challenge. Saya tidak sempat mencoba permainan permainan dewasa. Ada sebuah pertunjukan teater kala kami main ke tsm ini, berjudul il base goes to bollywood, ketika saya dan anak2 masuk ternyata pertunjukan teater ini menurut saya tidak cocok untuk anak2 karena adegan2 dewasa dan pakaian2 mini yang dipertontonkan. Sebaiknya untuk pertunjukan teater ini diberi rating di pintu depan teater, sehingga orang tua tidak terlanjur antri namun tidak taunya cocoknya untuk remaja dan dewasa"
5,"Permainan / wahana nya lengkap, fasilitas nya bagus. Tersedia mall sebelum masuk ke Trans Studio nya. "
6,"Tempat wisata yang OK banget di Makassar, atraksinya menarik. Staff ramah, banyak permainan yang cocok untuk anak 6 thn"
7,Sangat direkomendasikan sebagai salah satu opsi liburan keluarga. Hampir semua wahana bagus namun untuk Science Center ada beberapa alat simulasi yang tidak berfungsi.
8,"tempatnya sangat bagus untuk rekreasi bersama keluarga,banyak permainan untuk anak-anak yang tidak membahayakan anak tercinta"
9,"Kalo buat gw yg belum pernah ke trans studio manapun, ini kurang cocok ya sama selera gw. Mainannya sbnenrya ga terlalu banyak.. paling kalo buat foto2 sih bagus"
0,Enak banget buat jalan dan memanjakan perut dan mata😄.. banyak jajanan menarik dan tempat menarik.. serta area parkir sangat luas
1,"Trans Studio Mall terbilang wah untuk Indonesia. Fasilitasnya lengkap dan kuakitas barang yang dijual tak perlu diragukan.Kulinernya pun enak dan banyak pilihan. Begitu juga cafe bagi yang senang nongkrong bersama teman2.Selain itu tersedia pula studio untuk nonton film yang jam operasinya lebih lama.Dan yang paling utama, mall ini menyediakan wahana permainan indoor. Jadi tidak perlu khawatir kulit anda akan tersengat sinar matahari untuk menikmati permainan di wahana ini.Penasaran, datanglah ke Makassar!"
2,"Tempatnya agak jauh, tapi cukup seimbang dengan yg didapatkan untuk hiburan keluarga dan anak. Terutama saat ada teman-teman keluarga dari luar kota, pasti sangat senang kemari.Hanya saja saat ini, kadang dalam kondisi weekend sekalipun tidak terlalu ramai.  "
3,"akhirnya setelah tau mencoba ke trans studio Bandung .. keturutan juga untuk mencoba ke transstudio makasar, permainan relatif hampir sama dengan di bandung, tapi beda desain, desain disini full indoor dan saat kunjungan kesana relatif sepi sehingga bisa main dengan puas mulai dari bianglala, rollercoaster, bom-bom car dll dan saat itu pembelian dengan menggunakan salah satu creditcard bank ttt bisa dapat diskon jadi lebih ok"
4,Tempat ini cocok bagi pengunjung dengan anak kecil umur 7-10 tahun. Beberapa wahana tidak dibolehkan bagi yang kurang dari 7 tahun (kecewa kan). Harga terbaik dapat diperoleh dengan membawa kartu Bank Mega.
5,"kami sekeluarga 15 orang makan di restaurant ""STUDIO MIE"" yang ada di TSM (terpaksa) karna tidak banyaknya pilihan. Kami mulai memesan makanan kami tanpa ada pemberitahuan dr kasir tentang makanan apa saja yg ""unavailable"". setelah pemesanan ternyata dari sekian banyak menu hanya ada 2 items saja yang tersedia. ok akhirnya kami memesan 12 nasi + ayam & 2 mie ayam. setelah itu kasir kembali bertanya, paha atau dada pak? kami memilih paha semua. ya betul, lagi dan lagi ternyata paha yang tersedia hanya 4pcs. setelah pemesanan, makanan yg ready hanya 11 nasi ayam, mau ngga mau kami harus menunggu beberapa menit lagi. Lagi dan lagi saat ingin cuci tangan tak ada satupun wastafel yang berfungsi. Kami harus ke toilet yg jarak'a sekitar 30meter hanya untuk membasuh tangan. Ps : kalau emang ngga siap buka mending ngga usah buka, Setidaknya janganlah rusak mood kami."
6,"Mallnya nyaman, sayang nya sepi baik di weekend maupun weekday. Cuman nyaman untuk tempat networking saja"
7,"Merupakan salah satu Mall terbesar dan terlengkap di kota Makassar. memiliki banyak merchant dan tenant fashion dan food yang terkenal, cuma sayangnya untuk menikmati tenant disini harus memiliki kocek duit yang lumayan tidak sedikit.."
8,"Sangat tidak direkomendasikan untuk  berwisata dengan budget minim . Karena kuliner di sini lumayan mahal, terletak di dalam Trans Mart seperti biasa. Kalau ke sini lumayan jauh sih dari bandara"
9,"Posisinya cukup bagus, namun yang paling perlu adalah pengendalian dan pengelolaan sampah kawasan Trans Studio Makassar ini perlu lebih ditingkatkan, khususnya pada outdoornya."
0,"Tempat hangout yang okelah dan kulinernya juga.okeylah buat liburan di makassar, dan ada juga wahana permainannya"
1,"Tempatnya bagus,seru permainannya bioskopnya juga oke.pokoknya best lah trans studio mall.tapi saran dari saya coba buat sesuatu yang lebih unik lagi untuk menarik pengunjung lebih banyak lagi"
2,Saya dan anak paling suka ke sini.. baik hanya makan atau sekedar jalan jalan.. Di sini ada banyak restorant dan tempat bermain anak.
3,"Lokasinya sangat luas, ada banyak wahana yang bisa dimainkan disini. Tempatnya mirip dengan yang ada di Bandung."
4,Bersih penataan counter pedagang baik n unik. Utk menuju ketempat cukup dekat dari pusat kota. Sebaiknya gunakan fasilitas taxi online agar praktis dan hemat.
5,"salah satu tujuan wisata kota di makassar adalah trans studio makassar. lokasinya tak jauh dari pantai losari makassar. hanya sekitar 5 menit dari pantai losari menggunakan kendaraan bermotor. tempat wisata ini cocok untuk wisata keluarga karena wahana permainan yang disediakan beragam untuk anak-anak dan orang dewasa.kekurangan tempat ini adalah harga yang relatif mahal, terakhir saya kesana pertengahan 2016 lalu harganya kalau tidak salah Rp 250 ribu - Rp 300 ribu per orang. tak ada pembedaan harga antara orang dewasa dan anak-anak. tempat untuk makan juga sangat sedikit, sehingga tak banyak pilihan, jauh berkurang dibanding awal-awal keberadaan wahana permainan ini."
6,kalo yg mau ke sini sebaiknya pakai driver..kalo naik motor capek jalanya ke loby....kndaraan umuum ke tempat ini hanya bus dan taxi
7,"jalan-jalan kali ini bersama sepupu yang kepengen banget main kesini, awalnya saya pikir ini khusus anak-anak , ternyata yang dewasa juga bisa ber-senang-senang disini. mulai daei wahana nya yang sangat menghibur & edukatif, serta yang paling penting ada kuliner nya juga tersedia disini."
8,Trans studio ini sudah lama berdiri tapi baru kali ini saya sempat mengunjunginya. Wahana yang disediakan cukup banyak. Diharuskan menyoba semua wahana ketika kesini. Paling seru itu yang seperti kora-kora tapi perahunya berputar. Harga tiket masuk dari jam 10-12 promo menjadi 125.000. 
9,"Ke sini enakan bareng tmn2/ rame2.. tmptnya luas. Mewah.. krn berada d dalam mall, jd pas capek maen, g jauh2 nyari mkn. Mau apa aja ada. "
0,"Jalan2 ke trans pas hari kerja itu menyenangkan, sepulang dari kantor trus ngambil jadwal nonton bareng sepupu2 yg jaeang ketemu trus lanjut makan2 dengan pilihan kafe ato resto yg lengkap di trans membuat kita nggak repot lagi..minggu depan kami berencana lg ke trans untuk ngumpul keluarga"
1,"Untuk yang tidak begitu suka dengan wahana outdoor, Trans studio mall menjadi satu satunya pilihan untuk berkunjung. Karena di Makassar hanya ini terbesar,  wahana cukup banyak dengan berbagai tema, pelayanan staffnya saja sangat tidak ramah ,no smile ,no cared, mungkin mereka sudah lelah mengatur anak kecil ."
2,Mall terbesar dan terlengkap di Sulawesi selatan...sukakkk pokoknya...Dri belanja sampai Nonton ada wahana Nya yg Super oke..pokoknya sukakkk dehh
3,"Kalau ingin bermain seperti di Dufan Jakarta, Anda yg tinggal di Indonesia timur cukup pergi ke Trans Studio Makassar ini. Tiket harganya 150.000 (tahun 2014). Isinya dikonsep permainan2 yang berkaitan dengan acara2 TV Trans Corp."
4,"Main kesini gak sengaja dengan rekan kerja dalam rangka mencari bahan buat kantor, menurut saya mall pada umumnya rame dan cukup crowded. Namun, mall dengan branded dan ada mini kolam memberikan nuansa indah. Ada transtudio Makasar yang ready menjamu yg haus akan hiburan. Overall tempat yang nyaman buat nongkrong namun siapa siap merogoh kocek yang dalam"
5,"Pertama kali mencoba ke theme park indoor yang katanya terkenal di makassar. Utk wahana agak standar seperti dufan. Tiket masuk hari biasa 150rb dan weekend 200rb. Tidak lebih bagus dari dufan jakarta. Layak dicoba bagi yang belum pernah, tapi utk mengulang tidak sepertinya"
6,"Meskipun sekarang sudah ada di Bandung ,tapi rasanya belum lengkap kalau belum ke trans studio pertama yang ada di Makassar. Tempatnya menarik dan nyaman. Disini bisa liburan bersama keluarga dan juga bisa belanja dengan brand brand yang sudah terkenal. Mallnya cukup megah dan lengkap."
7,"di makassar juga ada trans studio , salah satu mall yang sering saya datangi , selain belanja , disini saya juga bisa kuliner sepuasnya , dan bermain . apalagi membawa anak - anak , "
8,"wahana permainan indor yang terbesar dan terlengkap, di lengkapi mall yang megah, sungguh pengalaman liburan keluarga yang luar biasa,...terima kasih buat seluruh manajemen Trans Studio dan Mall, merupakan tempat wisata keluarga kebanggaan kota Makassar"
9,Trans Studio Makassar merupakan tempat yang menarik untuk dikunjungi karena bisa mendapatkan hiburan dan sekaligus belanja 😍👍
