8,"Lokasinya melewati perumahan bukit baruga, lokasinya cukup luas dgn wahana yg cukup lumayan, sayang kurang termanage dgn baik. Tempat parkir tidak teratur, tempat penjuapan karcis dan pintu masuk sangat berdekatan sehingga membuat antrian berdesakan. Loketnya juga  cuma 2. Dengan htm 180rb di week end dan 120rb di weekday serta 200rb di peak season htm tdk sesuai dgn fasilitas didalam. Tdk ada petunjuk2 wahana dan fasilitas. Dan setelah didalam baru tau kalau ada petugas promo deal yg menjual tiket buy one get one free. Jd kalau kesini jgn lsg beli tiket tp tanya dulu petugas dimana adanya si petugas deal ini."
9,Bagus untuk dijadikan tempat rekreasi dan refreshinh bersama temanteman. Daerah sekeliling kolamnya pun bersih.
0,"Kecewa dgn hrgx yg sngt mahal,karena qt punx voucher gratis 50persen,tp sampai d sana hrgx dr 180 d naikkan 360,trus dpt diskon deh 180,,sama sj dgn gk punx vocer,pdhal qt sdh beli vocernx hrg 200,pelayananx jg sngt jelek..MENGECEWAKAN"
1,"salah satu tempat favorit bersama keluarga utamanya anak anak yang ingin berenang, sedikit masukan agar kualitas makanan di perbaiki dan jangan terlalu mahal serta manajemen harus sering buat event"
2,"Waterpark terbaik di Indonesia Timur,2 seluncuran yang paling tinggi cukup menantangSeluncuran dengan terowongan hampir membuat saya kehabisan nafasDatang pada pukul 12:00Pulang dengan kesenangan dan kulit yang terbakar."
3,"Dengan desain yang menawan, Bugis Waterpark jadi pilihan utama bagi para penikmat wisata alam buatan di Makassar dan sekitarnya. Ada banyak pilihan wisata di sana dengan beragam permainan yang menantang adrenalin"
4,"Bugis Waterpark adalah salah satu wahana permainan air yang cukup asyik. Ada beberapa wahana yang tersedia di tempat ini, namun yang paling asyik adalah wahana ombak, dimana pengunjung bisa merasakan sensasi ombak laut di kolam air tawar. Wahana ini sangat disenangi anak-anak maupun remaja, bahkan orang dewasa. Suasananya dibuat seakan-akan seperti di pinggir pantai, dengan latar belakang perahu phinisi yang sedang berlabuh.Hanya saja, tiket masuk ke Bugis Waterpark terasa cukup mahal. Pada hari minggu, tiket masuk Rp.180.000 per orang."
5,Permainan air yang sangat menarik dan safety. Tempat bilas yang nyaman ditunjang dengan hot water. Tetapi lokasi yang agak jauh dari pusat kota Makassar.
6,"liburan keluarga, bagusnya disini.. lokasi cukup terjangkau, aman buat anak anak.. ajak seluruh keluarga anda"
7,"Tempat yang paling menarik untuk keluarga dihari libur, tempatnya agak jauh dari kota Makassar, harga masunya juga sedikit agak mahal. Tetapi fasilitas didalamnya cukup lengkap, tempatnya juga sangat teduh dan rindang"
8,"Mungkin karena saya tiba siang hari, jadi panas. Hehehe.. Cocok uuntuk berlibur bersama keluarga, apalagi jika membawa anak-anak. Lokasimya yamg berada diatas bukit membuat udara cukup nyaman, walaupun matahari terik. Jangan lupa cek progam promo mereka jika akan beli tiket, mereka sering mengadakan promosi misalnya: promosi kartu kredit dan promosi buy 2 get 1 untuk hari-hari tertentu.."
9,"Selamat siang.Saya Sachrul. Saya masuk ke Bugis Waterpark hari Sabtu, 5 Juni 2016. Jam 10 pagi.Saat beli tiket harga 200rb /orang dengan pegawai tiket kurang senyum.Saat di dalam mau turun ke air. Pegawai menegur saya karena pakai baju kaos. Pegawai bilang sudah aturan. Padahal tidak ada pemberitahuan sebelumnya.Tidak semua wahana bisa ditempati.Saat waktu shalat dhuzur pegawai sibuk bernyanyi ria dengan sound yang keras.Mohon pengertiannya agar pegawai bugis waterpark menjunjung tinggi pepatah bugis sipakalebbi sipakatou.Salam.Sachrul"
0,"tempatnya bersiihh.. kolamnya juga ada banyak pilihan, mau yg dalem banget sampe yang dangkal ada! di sediakan jg baju renang untuk yg g bawa.. tempat ganti baju dan kamar mandinya juga baguuuuuuus"
1,jika anda ingin mengisi liburan ada dengan bermain iar di sinilah tempatnya dan di lengkapi juga dengan wahana yang membuat anak anda senang
2,"Yeeeiiiiii weekend with my family lovelyI'm very very happy daaahhhBesama smua keluarga tercinta itu rasanya tidak ingin jauh-jauh dari mereka, ingin selalu bersama-sama.Love U 😍😚😚"
3,"Tempat wisata terletak di kota Makassar yang menjadikannya gampang di akses dari berbagai kota lain di Sulawesi Selatan. Di Bugis Waterpark ini tersedia berbagai jenis wahana, seperti Kolam Ombak, Wahana Luncuran dan kita dapat mengelili sekitar area dengan menggunakan perahu karet yang disediakan dan disana juga ada foto tempo dulu yang mengingatkan kita pada masa yang lalu"
4,"Bugis Waterpark ini sangat cocok dijadikan alternatif untuk menghabiskan akhir pekan  karena jarak yang berada di pusat kota dan biaya yang masih terjangkau.  Disini terdapat kolam arus yang akan membawa kita berkeliling area, Kolam Jacuzzi, Kolam Anak-Anak, Kolam Dewasa yang tentunya di lengkapi dengan wahana-wahana bermain. "
5,"banyak wahana baru, bersih, nyaman, puas main airnya. tempat yang mudah di akses dan mudah dijangkau transportasi umum"
6,"Walaupun lokasinya yang agak jauh tapi tidak mengecewakan karena wahana-wahana airnya cukup banyak. Ada kolam arusnya juga. Sangat tepat sebagai destinasi wisata keluarga. Terakhir kali datang masih ada beberapa wahana baru yg sedang dikerjakan, semoga segera jadi."
7,"Waterpark pertama yg ada di kab. Gowa,sangat menarik karena bukan hanya menawarkan waterpark namun ada juga wisata outbond dan taman burung,jd sekali masuk bisa menikmati 3 tempat yg berbeda,lokasi cukup dekat tidak membuat lelah diperjalanan untuk kesana."
8,"Lokasi agak terpencil dari kota Makassar, harga yang lumayan mahal dan beberapa wahana tidak difungsikan sehingga mengurangi kesenangan saat bermain wahana"
9,"Bugis Waterpark memiliki area yang cukup luas, cocok untuk liburan keluarga bersama anak-anak. Toiletnya cukup bersih, namun bila liburan sekolah sepertinya tidak rekomended, karena pastinya akan sangat ramai.Harga tiketnya cukup terbilang sangat mahal terutama bila dibandingkan dengan waterpark di Pulau Jawa."
0,tempat ini sangat bagus untuk berjalan dan bersantai dengan keluarga anda. akan tetapi anda tidak dapat membawa makan dari rumah jadi anda harus membawa uang sebagai modal
1,"Tempat wisata yang asik untuk keluarga karena ada wahana untuk anak-anak dan org dewasa yg ekstrim. Sayang harganya cukup mahal Rp. 140.000 per/org di hari minggu, Rp. 100.000 hari sabtu, Rp. 80.000 di hari senin-jumat"
2,"tempat wisata yang menrik untuk dikunjungi, menghilangkan penat untuk sementara waktu dengan mencoba seluruh wahana dari yg biasa hingga wahana yang menegangkan. dan sangat disayangkan kalau tidak menikmati semua wahana yang ada bugis waterpark"
3,Sekeren Waterbom Bali yang mendunia itu lhoo. Makassar bangga punya Bugis Waterpark. loaksinya di tengah kota pula. keren deh. wahana airnya banyak... 
4,"Sayang Juga Dengan Wahana Yg cukup Modern tapi Lokasi nya yg kurang Memadai, di mana jalan akses nya sangat sempit dan macet,belom lagi Harga tiket yg lumayan mahal"
5,Mencoba wahana ini memang ada di antaranya yg menguji keberanian.. karena dari tempat yg tinggi. Tp itu membuat hilang stress ketika keberanian itu ada dan brani mencoba.
6,"wahana ini memang masih terbilang baru di makassar, tatepi sudah banyak memberikan banyak inspiratif bagi keluarga kelaurga yang sibuk pada kesehariannya, yang sempat meninggalkan perhatian kepada keluarganya, sehingga alternatif sarana hiburan akhir pekan, yang menjadi pilihan, ialah wahana ini, dan heran wahana ini menajdi favorit belakangan ini. Tempat yang bisa membawa dunia anak anak menajdi lain dan berubah secara positif, dalam perkembangan kecerdasan otaknya dan menjalin hubungan keluarga yang lebih jauh kedalam lagi dan semakin erat. wahana ini juga menawarkan cukup banyak variasi permainan air yang mendidik dan membangun jiwa mental anak dan kerjasama keluarga. jadi sangatlah pantas untuk menjadi salah satu tempat hiburan akhir pekan yang terfavorit di kota makassar."
7,"Bugis WaterPark terletak di daerah Antang Jl. DR. Leimena tepatnya di kompleks Perumahan Bukit Baruga namun HTM terbilang mahal bagi kocek anak sekolahan apalagi saat weekend. Tempat ini bersih yang dilengkapi dengan berbagai type luncuran air atau mandi airnya.. Bagi anda yang sudah bosan ke pantai atau ke pulau wahana ini bisa anda coba nikmati baik sendiri, bersama teman atau keluarga."
8,bagi yang senang berpetualang dan rekreasi air.. tempat ini merupakan yang sangat pas untuk uji adrenalin.. sangat menyenangkan untuk rekreasi keluarga......
9,"positifnya anda akan terhibur ketika anda memulai bermain bersama wahana yang tak membosankan, air yang bersih tentu hal yang utama. negatifnya ya anda harus tetap berhati - hati saat bermain wahana, lebih baik waspada daripada tidak sama sekali."
0,"BUgis Waterpark terletak di dalam kompleks perumahan BUkit Baruga, wahana air cukup lengkap, tapi jika hari libur terlalu ramai dan crowded. Untuk ukuran wisata keluaga (yang maunya sering-sering) termasuk mahal jika weekend, sekitar 125ribu, ini belum termasuk sewa pondok untuk duduk-duduk (yang katanya akan dikenakan charge). Tapi jika cuma sekali setahun atau beberapa bulan sekali bolehlah."
1,"Jika kalian bosan bermain air di pinggir pantai atau malas jauh-jauh ke pulau seberang untuk bermain air,kalian bisa mengunjungi bugis waterpark yang terletak di tengah kota makassar. Harga tiket masuknya cukup menguras kantong anak sekolah tapi untuk yang sudah punya penghasilan sendiri saya rasa harga bukanlah masalah.... bermain air disini bisa menghilangkan rasa penat setelah bekerja seharian."
2,"Salah satu wahana air bermain untuk keluarga dan pasangan Anda. Yg terletak didalam Perumahan terbesar di Makassar, Bukit Baruga. Harga tiket Masuk yang tidak terlalu mahal.Senin : Rp 50.000Selasa - Kamis : Rp 75.000Jum'at : Rp. 50.000Sabtu/Minggu/Hari Raya : Rp.125.000Terdapat banyak jenis wahana, mulai dari wahana khusus anak-anak hingga dewasa. Terdapat banyak Gazibu dan Kantin yang cukup besar. Karena tempatnya masih baru. Jadi pohon-pohonya belom terlalu besar sehingga sinar matahari terasa menyegat."
3,Bugis Waterpark suatu wahana wisata yang menggabungkan beberapa wahana yang ada di Indonesia ditambah ornamen bugis yang memberi kesan art yang unik. Pengelolaannya cukup baik. Letaknya juga cukup strategis sebab berada di kompleks perumahan Bukit Baruga Antang dengan nuansa pohon yang rindang membuat sejuk jika melewati area tersebut.
4,"Bugis banget dan natural, arena permainan water boomnya beraneka ragam, dari anak-anak sampai dengan dewasa, yang mau tiduran pun ok ada kasebo yang disewakan dengan sekali bayar."
5,"wahana yang ada di bugis waterpark tidak kalah dengan wahana lainnya di Indonesia, kebersihan juga sangat terjaga dengan baik"
6,"Kami pergi dengan mengendarai sepeda motor karena saya mendengar lalu lintas menuju sana sibuk sebagian besar waktu, terutama di akhir pekan. Tempat ini adalah tempat yang besar dan banyak fasilitas yang ditawarkan, semua pembayaran deposit Digital gelang jadi ketika kami ingin menyewa baju renang atau makan di kantin, kami membayar dengan pembacaan sepintas lalu di gelang. Hati-hati dengan peraturan di dalam, bukan legging atau baju renang, staf tidak akan mengizinkan kami untuk berenang, dan kita tidak bisa membawa makanan atau minuman dari luar. Sedikit keras tapi secara keseluruhan, itu layak untuk menghabiskan liburan di sana."
7,"Untuk memulai saya tidak ke tempat umum saja seperti taman air. Dan ketika gagasan memiliki sebuah perusahaan pertemuan tahunan (Area Makassar) di taman ini. Saya agak ragu. Bagaimana air, bagaimana keselamatan itu. Karena semua pengaturan yang dibuat, untuk mengejutkan saya, karena saya terlambat untuk mengemudi dengan Waze untuk mencari alasan, mengatakan staf menyambut saya dan meminta saya jika saya telah bergabung dengan kelompok kami dan dibawa ke titik pertemuan. Kolam renangnya bersih, dan memakai pakaian renang adalah wajib. Saya melihat muds di paling pojok, kebanyakan tempat, tapi saya rasa masih bisa ditolerir. Saya melihat beberapa anak tangga yang berkarat atau di neraka dari saya, yang saya menolak keponakan saya untuk bertanya-tanya di sekitar tetapi semua slide dan kolam renang sangat baik. Setiap perosotan memiliki staf seragam di seluruh, dan mereka benar-benar melihat, tur atau menelepon kami untuk alasan keamanan. Mungkin Manajemen bisa menempatkan arah ramah dari jalan utama, sehingga akan lebih mudah bagi seseorang yang mengandalkan Waze saya untuk pergi ke sana waktu berikutnya. Tempat yang bagus juga"
8,"Dengan kelompok besar dari perusahaan saya memiliki perhatian staf yang pantas untuk menghabiskan waktu di sana dengan banyak tempat yang luar biasa, baik dari air dingin yang memacu adrenalin, banyak gazebo untuk menghindari panas dari matahari, dan yang terbaik adalah kualitas air!"
