,Review_Text,Review_Clean_List,Review_Clean
10,"Ni seumur umur baru sekali masuk kesinii...Ini benteng udah kayak reruntuhan gt hehe.. tp ddlam masih ada bangunannya sih..Sebenarnya layak si ini mesti dijaga dan dilestarikan, krn sisi historicalnya..Cuma saat ini dl wkt ksna.. cm pas kesana tu ya hnya bangunann aja..Mungkin bisa kalau ada pentas2 kesenian bugis atau lainnya bisa perform disitu..lbh oke.","['ni', 'umur', 'umur', 'masuk', 'kesini', 'benteng', 'udah', 'kayak', 'runtuh', 'gt', 'hehe', 'tp', 'ddlam', 'bangun', 'sih', 'layak', 'si', 'mesti', 'jaga', 'lestari', 'krn', 'sisi', 'historicalnya', 'dl', 'wkt', 'ksna', 'cm', 'pas', 'kesana', 'tu', 'ya', 'hnya', 'bangunann', 'aja', 'pentas', 'seni', 'bugis', 'perform', 'situ', 'lbh', 'oke']",ni umur umur masuk kesini benteng udah kayak runtuh gt hehe tp ddlam bangun sih layak si mesti jaga lestari krn sisi historicalnya dl wkt ksna cm pas kesana tu ya hnya bangunann aja pentas seni bugis perform situ lbh oke
11,Sepulang dari Kendari dalam rangka Pameran Hari Pangan Sedunia Ke 39 kami transit Makassar dan mnyempatkan dirri brkunjung ke benteng ini,"['pulang', 'kendari', 'rangka', 'pamer', 'pangan', 'dunia', 'transit', 'makassar', 'mnyempatkan', 'dirri', 'brkunjung', 'benteng']",pulang kendari rangka pamer pangan dunia transit makassar mnyempatkan dirri brkunjung benteng
12,"Wisatawan yang ingin mengetahui sejarah, bisa berkunjung kesini. Ada Museum Lagaligo, meriam, dan tempat penahanan Pangeran Diponegoro","['wisatawan', 'sejarah', 'kunjung', 'kesini', 'museum', 'lagaligo', 'meriam', 'tahan', 'pangeran', 'diponegoro']",wisatawan sejarah kunjung kesini museum lagaligo meriam tahan pangeran diponegoro
13,Salah satu tempat bersejarah di Makassar kita dapat mengetahui bagaimna begitu hebatnya pahlawan serta peninggalan bersejarah,"['salah', 'sejarah', 'makassar', 'bagaimna', 'hebat', 'pahlawan', 'tinggal', 'sejarah']",salah sejarah makassar bagaimna hebat pahlawan tinggal sejarah
14,"Bagus, view sangat-sangat bagus, pusat kota, dekat dengan pantai Losari, dekat dengan Hotel Arthama, transportasi lancar, dekat dengan pusat perbelanjaan","['bagus', 'view', 'bagus', 'pusat', 'kota', 'pantai', 'losari', 'hotel', 'arthama', 'transportasi', 'lancar', 'pusat', 'belanja']",bagus view bagus pusat kota pantai losari hotel arthama transportasi lancar pusat belanja
15,"Benteng ini terletak di dekata pantai Losari Makassar sehingga mudah terjangkau. Benteng ini di buat saat Belanda, masih cukup terawat sampai saat ini, masuknya gratis, terdapat penjara di dalam benteng. Cukup bagus untuk mengetahui sejarah Makassar zaman dulu","['benteng', 'letak', 'dekata', 'pantai', 'losari', 'makassar', 'mudah', 'jangkau', 'benteng', 'belanda', 'awat', 'masuk', 'gratis', 'penjara', 'benteng', 'bagus', 'sejarah', 'makassar', 'zaman']",benteng letak dekata pantai losari makassar mudah jangkau benteng belanda awat masuk gratis penjara benteng bagus sejarah makassar zaman
16,Benteng Fort Rotterdam adalah benteng peninggalan bersejarah yang dibangun putra terbaik Makassar pada jamannya,"['benteng', 'fort', 'rotterdam', 'benteng', 'tinggal', 'sejarah', 'bangun', 'putra', 'makassar', 'jaman']",benteng fort rotterdam benteng tinggal sejarah bangun putra makassar jaman
17,"Benteng ini cukup bagus, peninggalan jaman dahulu yang masih kokoh, dan pemerintah kota Makassar cukup bagus dalam memeliharanya. Setiap orang dapat belajar tentang Sejarah Makassar, untuk masuk tidak dipungut uang, akan tetapi pada saat masuk tiap gedung di tarik Rp.5.000,- untuk 2 gedung. Menurut saya bagus karena semua lapisan masyarakat bisa masuk dan tiket2 gedung yang membayar itu bisa digunakan untuk pemeliharaan gedung dan keperluan lainnya, sehingga generasi muda bisa banyak belajar sejarah.","['benteng', 'bagus', 'tinggal', 'jaman', 'kokoh', 'perintah', 'kota', 'makassar', 'bagus', 'pelihara', 'orang', 'ajar', 'sejarah', 'makassar', 'masuk', 'pungut', 'uang', 'masuk', 'gedung', 'tarik', 'rp', 'gedung', 'bagus', 'lapis', 'masyarakat', 'masuk', 'tiket', 'gedung', 'bayar', 'pelihara', 'gedung', 'generasi', 'muda', 'ajar', 'sejarah']",benteng bagus tinggal jaman kokoh perintah kota makassar bagus pelihara orang ajar sejarah makassar masuk pungut uang masuk gedung tarik rp gedung bagus lapis masyarakat masuk tiket gedung bayar pelihara gedung generasi muda ajar sejarah
18,Setiap kali ke makassar saya pasti ke rotterdam tapi teman2 kebanyakan sebutnya benteng salah satu icon kota makassar,"['kali', 'makassar', 'rotterdam', 'teman', 'benteng', 'salah', 'icon', 'kota', 'makassar']",kali makassar rotterdam teman benteng salah icon kota makassar
19,"Tempat bersejarah yg mesti dikunjungi...karena tutup jam 18.00 wita, sebaiknya dtg ke fort nya sebelum senja....selanjutny bisa cuusss ke pantai losari...ga jauh dri fort,tapi krn lg capek jalan kita pesan grab aja.....","['sejarah', 'yg', 'mesti', 'kunjung', 'tutup', 'jam', 'wita', 'dtg', 'fort', 'nya', 'senja', 'selanjutny', 'cuusss', 'pantai', 'losari', 'ga', 'dri', 'fort', 'krn', 'lg', 'capek', 'jalan', 'pesan', 'grab', 'aja']",sejarah yg mesti kunjung tutup jam wita dtg fort nya senja selanjutny cuusss pantai losari ga dri fort krn lg capek jalan pesan grab aja
20,Salah satu tempat yang wajib dikunjungi jika berwisata ke Makassar. Viewnya bagus dengan latar benteng tua yang kokoh....kalau kesana jangan lupa minta didampingi pemandu. Karena latar belakang sejarahnya juga menarik....terus kemarin dapet pemandu yang juga tahu spot-spot foto kece. Hehheeh.....,"['salah', 'wajib', 'kunjung', 'wisata', 'makassar', 'viewnya', 'bagus', 'latar', 'benteng', 'tua', 'kokoh', 'kesana', 'lupa', 'damping', 'pandu', 'latar', 'sejarah', 'tarik', 'kemarin', 'dapet', 'pandu', 'spot', 'spot', 'foto', 'kece', 'hehheeh']",salah wajib kunjung wisata makassar viewnya bagus latar benteng tua kokoh kesana lupa damping pandu latar sejarah tarik kemarin dapet pandu spot spot foto kece hehheeh
21,Satu2nya Museum yg paling banyak dikunjungi oleh wisatawan mancanegara dan lokal.Lokasi sangat strategis di pusat kota makassar,"['nya', 'museum', 'yg', 'kunjung', 'wisatawan', 'mancanegara', 'lokal', 'lokasi', 'strategis', 'pusat', 'kota', 'makassar']",nya museum yg kunjung wisatawan mancanegara lokal lokasi strategis pusat kota makassar
22,Berkunjung di situs-situs bersejarah dan mengenalkan anak tentang sejarah sangat baik. Dan salah satu tempat yang wajib dikunjungi di Makassar adalah Benteng Rotterdam ini.,"['kunjung', 'situs', 'situs', 'sejarah', 'kenal', 'anak', 'sejarah', 'salah', 'wajib', 'kunjung', 'makassar', 'benteng', 'rotterdam']",kunjung situs situs sejarah kenal anak sejarah salah wajib kunjung makassar benteng rotterdam
23,"rekomendasi wisata sejarah....berdekatan dengan pantai losari, dan daerah keramaian. banyak kunjungan sekolah dan pendidikan ke tempat ini, benteng yang berbentuk penyu.","['rekomendasi', 'wisata', 'sejarah', 'pantai', 'losari', 'daerah', 'ramai', 'kunjung', 'sekolah', 'didik', 'benteng', 'bentuk', 'penyu']",rekomendasi wisata sejarah pantai losari daerah ramai kunjung sekolah didik benteng bentuk penyu
24,lumayan masih seperti dulu tempat main saya jaman kecil harus dilestarikan dan dijaga cuma tulisan rotterdam dan patung sultan hassanudinnya kurang mendapat perawatan,"['lumayan', 'main', 'jaman', 'lestari', 'jaga', 'tulis', 'rotterdam', 'patung', 'sultan', 'hassanudinnya', 'awat']",lumayan main jaman lestari jaga tulis rotterdam patung sultan hassanudinnya awat
25,Di sini bisa melihat sejarah kolonial terbentuknya benteng ini... jika ingin memasuki museum la galigo harus membayar sebuah tiket masuk,"['lihat', 'sejarah', 'kolonial', 'bentuk', 'benteng', 'pasuk', 'museum', 'la', 'galigo', 'bayar', 'buah', 'tiket', 'masuk']",lihat sejarah kolonial bentuk benteng pasuk museum la galigo bayar buah tiket masuk
26,bentengnya sudah direnovasi namun masih menyisakan arsitektur khas belanda. tatanan bangunannya rapi dan baik. cocok untuk wisata sejarah ,"['benteng', 'renovasi', 'sisa', 'arsitektur', 'khas', 'belanda', 'tatanan', 'bangun', 'rapi', 'cocok', 'wisata', 'sejarah']",benteng renovasi sisa arsitektur khas belanda tatanan bangun rapi cocok wisata sejarah
27,Wisata free cuma bayar pakir aja.Enaknyaa sore-sore kesininya udah adem heheBermain sama belajar dong ...,"['wisata', 'free', 'bayar', 'pakir', 'aja', 'enaknyaa', 'sore', 'sore', 'kesini', 'udah', 'adem', 'hehebermain', 'ajar']",wisata free bayar pakir aja enaknyaa sore sore kesini udah adem hehebermain ajar
28,Bangunan nya sangat terawat dan bersih. Kami dibantu oleh guide mengenai sejarah berdirinya bangunan tersebut. Benteng ini menambah wawasan baru kepada kami dan anak2 kami mengenai salah satu peninggalan Belanda yang masih ada di Indonesia.,"['bangun', 'nya', 'awat', 'bersih', 'bantu', 'guide', 'kena', 'sejarah', 'bangun', 'benteng', 'wawas', 'anak', 'kena', 'salah', 'tinggal', 'belanda', 'indonesia']",bangun nya awat bersih bantu guide kena sejarah bangun benteng wawas anak kena salah tinggal belanda indonesia
29,Tempat bagus untuk belajar sejarah kepada anak anak. Terdapat museum lagaligo didalamnya.tidak semua ruangan yang bisa dimasuki.,"['bagus', 'ajar', 'sejarah', 'anak', 'anak', 'museum', 'lagaligo', 'ruang', 'masuk']",bagus ajar sejarah anak anak museum lagaligo ruang masuk
30,"Salah satu simbol perjuangan rakyat Makassar melawan penjajahan Belanda dan Jepang. Benteng ini dari atas berbentu penyu, di sini landscapenya masih dipertahankan untuk mengingat kembali perjuangan para pahlawan.","['salah', 'simbol', 'juang', 'rakyat', 'makassar', 'lawan', 'jajah', 'belanda', 'jepang', 'benteng', 'berbentu', 'penyu', 'landscapenya', 'tahan', 'juang', 'pahlawan']",salah simbol juang rakyat makassar lawan jajah belanda jepang benteng berbentu penyu landscapenya tahan juang pahlawan
31,"Destinasi kedua.. Benteng Rotterdam. Terik matahari menyengat kulit di pagi hari. Bergegas segera masuk ke kompleks Benteng Rotterdam. Saya kira harus membayar untuk masuk, ternyata tidak, Hanay sekedar menulis buku tamu. Kita berkeliling memutar, memasuki bangunan satu persatu. Terdapat beberapa museum berisikan budaya orang Makassar. Dari bercocok tanam, jual beli hingga berlayar. Satu hal yg saya ingat, saya fikirkan adalah ketika saya membaca sejarah kota Makassar pada jaman dahulu itu seperti saya menerima pelajaran IPS waktu dibangkitkan sekolah. Saya kira saya mimpi bisa sampai dikota Makasar. Padahal waktu kecil saya, tau, mengerti kota Makasar dari bangku sekolah.","['destinasi', 'benteng', 'rotterdam', 'terik', 'matahari', 'sengat', 'kulit', 'pagi', 'gegas', 'masuk', 'kompleks', 'benteng', 'rotterdam', 'bayar', 'masuk', 'nyata', 'hanay', 'dar', 'tulis', 'buku', 'tamu', 'keliling', 'putar', 'pasuk', 'bangun', 'museum', 'risi', 'budaya', 'orang', 'makassar', 'cocok', 'tanam', 'jual', 'beli', 'layar', 'yg', 'fikirkan', 'baca', 'sejarah', 'kota', 'makassar', 'jaman', 'terima', 'ajar', 'ips', 'bangkit', 'sekolah', 'mimpi', 'kota', 'makasar', 'tau', 'erti', 'kota', 'makasar', 'bangku', 'sekolah']",destinasi benteng rotterdam terik matahari sengat kulit pagi gegas masuk kompleks benteng rotterdam bayar masuk nyata hanay dar tulis buku tamu keliling putar pasuk bangun museum risi budaya orang makassar cocok tanam jual beli layar yg fikirkan baca sejarah kota makassar jaman terima ajar ips bangkit sekolah mimpi kota makasar tau erti kota makasar bangku sekolah
32,"cuaca di makassar cukup terik, sehingga sebaiknya mengunjungi tempat ini di pagi hari.tidak ada biaya karcis masuk, hanya bayar uang kebersihan seperlunya.tempatnya cukup bersih dan sering terdapat event atau pameran seni. Di sekitar museum juga terdapat penjual souvenir khas makassar dan khas Museum bagi yang mencari oleh oleh.","['cuaca', 'makassar', 'terik', 'unjung', 'pagi', 'biaya', 'karcis', 'masuk', 'bayar', 'uang', 'bersih', 'bersih', 'event', 'pamer', 'seni', 'museum', 'jual', 'souvenir', 'khas', 'makassar', 'khas', 'museum', 'cari']",cuaca makassar terik unjung pagi biaya karcis masuk bayar uang bersih bersih event pamer seni museum jual souvenir khas makassar khas museum cari
33,"Tempat ini adalah salah satu tempat wisata yang ada di makassar,Letak benteng ini dekat dari pantai losari.Di dalam benteng ini terdapat beberapa peninggalan sejarah saat tentara Belanda ada di Makassar.Tempat ini juga merupakan salah satu tempat favorit anak muda makassar untuk berkumpul di sore hari, bahkan beberapa grup atau kumpulan-kumpulan pecinta binatang dan yang memiliki hobby yang sama sering mengadakan event di tempat ini","['salah', 'wisata', 'makassar', 'letak', 'benteng', 'pantai', 'losari', 'benteng', 'tinggal', 'sejarah', 'tentara', 'belanda', 'makassar', 'rupa', 'salah', 'favorit', 'anak', 'muda', 'makassar', 'kumpul', 'sore', 'grup', 'kumpul', 'kumpul', 'cinta', 'binatang', 'milik', 'hobby', 'event']",salah wisata makassar letak benteng pantai losari benteng tinggal sejarah tentara belanda makassar rupa salah favorit anak muda makassar kumpul sore grup kumpul kumpul cinta binatang milik hobby event
34,pagi hari saya mengunjungi benteng rotterdam agar belum terlalu ramai oleh para pengunjung. perjalanan yg saya tempuh dari hotel hanya 5 menit. untuk tiket masuk benteng rotterdam ini bersifat sukarela dengan mengisi buku tamu yg ada di pintu masuk. para penjaga di sini sangat ramah. spot terbaik foto ada disebelah kanan atas pintu masuk karena dari atas bisa terlihat benteng rotterdam yg luas. ,"['pagi', 'unjung', 'benteng', 'rotterdam', 'ramai', 'unjung', 'jalan', 'yg', 'tempuh', 'hotel', 'menit', 'tiket', 'masuk', 'benteng', 'rotterdam', 'sifat', 'sukarela', 'isi', 'buku', 'tamu', 'yg', 'pintu', 'masuk', 'jaga', 'ramah', 'spot', 'foto', 'belah', 'kanan', 'pintu', 'masuk', 'lihat', 'benteng', 'rotterdam', 'yg', 'luas']",pagi unjung benteng rotterdam ramai unjung jalan yg tempuh hotel menit tiket masuk benteng rotterdam sifat sukarela isi buku tamu yg pintu masuk jaga ramah spot foto belah kanan pintu masuk lihat benteng rotterdam yg luas
35,kunjungan wajib jika baru pertama datang ke makasar atau ujungpandang jangan sampai terlewatkan. banyak cerita sejarah yang bisa kita nikmati,"['kunjung', 'wajib', 'makasar', 'ujungpandang', 'cerita', 'sejarah', 'nikmat']",kunjung wajib makasar ujungpandang cerita sejarah nikmat
36,Menikmati sore hari dibenteng rotherdam merupakan waktu yang sangat cocokKarena matahari sedang lembur lembutnyaSehingga kita dapat menikmati setiap bangunan dan bagian benteng dengan sangat maksimal tanpa tergangu teriknya matahariDiakhiri dengan menikmati secangkir ice coffe di gerai dekat pintu masuk dengan harga terjangkau dan rasa yg nikmat,"['nikmat', 'sore', 'benteng', 'rotherdam', 'rupa', 'cocokkarena', 'matahari', 'lembur', 'lembutnyasehingga', 'nikmat', 'bangun', 'benteng', 'maksimal', 'tergangu', 'terik', 'mataharidiakhiri', 'nikmat', 'cangkir', 'ice', 'coffe', 'gerai', 'pintu', 'masuk', 'harga', 'jangkau', 'yg', 'nikmat']",nikmat sore benteng rotherdam rupa cocokkarena matahari lembur lembutnyasehingga nikmat bangun benteng maksimal tergangu terik mataharidiakhiri nikmat cangkir ice coffe gerai pintu masuk harga jangkau yg nikmat
37,"Benteng yang kokoh dan pernah dipugar karena hancur pas jaman perang, sekarang dipakai sebagai musium","['benteng', 'kokoh', 'pugar', 'hancur', 'pas', 'jaman', 'perang', 'pakai', 'musium']",benteng kokoh pugar hancur pas jaman perang pakai musium
38,Tempat yang penuh dengan sejarah Bangunan masih terawat dan juga bersih.Tidak banyak tempat yang kita bisa kunjungi di kota makassar ,"['penuh', 'sejarah', 'bangun', 'awat', 'bersih', 'kunjung', 'kota', 'makassar']",penuh sejarah bangun awat bersih kunjung kota makassar
39,"Peninggalan sejarah Kesultanan Hasanudin, yaang dikelola oleh Dinas Pariwisata Kota Makasar. Menampilkan bukti sejarah masa perjuangan kerajaan dalam menghadapi pemerintah kolonial. Terimakasih sekali lagi kepada IRO Harpes Perintis Kota Makasar Sdri Zhakila.","['tinggal', 'sejarah', 'sultan', 'hasanudin', 'yaang', 'kelola', 'dinas', 'pariwisata', 'kota', 'makasar', 'tampil', 'bukti', 'sejarah', 'juang', 'raja', 'hadap', 'perintah', 'kolonial', 'terimakasih', 'iro', 'harpes', 'rintis', 'kota', 'makasar', 'sdri', 'zhakila']",tinggal sejarah sultan hasanudin yaang kelola dinas pariwisata kota makasar tampil bukti sejarah juang raja hadap perintah kolonial terimakasih iro harpes rintis kota makasar sdri zhakila
